transaction_id,user_id,amount,transaction_type,transaction_status,transaction_status,meta_data,created_at,updated_at
6593ae38-007a-4ee9-87e0-bea13747448f,,-50.0,TransactionTypeEnum.JOIN_CONTEST,TransactionStatusEnum.COMPLETED,TransactionStatusEnum.COMPLETED,{'user_draft_id': '7f1008f8-117c-4389-9f82-e2632f389eac'},2024-04-17 11:28:15.058134,
696343ff-5ff0-4009-a54a-467a56579cc6,,-50.0,TransactionTypeEnum.JOIN_CONTEST,TransactionStatusEnum.COMPLETED,TransactionStatusEnum.COMPLETED,{'user_draft_id': '7f1008f8-117c-4389-9f82-e2632f389eac'},2024-04-17 11:27:58.824207,
1cdf9e0f-0ecb-41bb-8713-260788733c9c,,50.0,TransactionTypeEnum.CANCELLED_CONTEST,TransactionStatusEnum.COMPLETED,TransactionStatusEnum.COMPLETED,{'user_draft_id': '28c83d0d-889e-4868-8bcd-bf1a521aac24'},2024-04-17 11:26:15.196427,
00601703-a6d0-49ee-81fc-7c9b230e5761,,20.0,TransactionTypeEnum.CANCELLED_CONTEST,TransactionStatusEnum.COMPLETED,TransactionStatusEnum.COMPLETED,{'user_draft_id': '2eb48dce-5195-450b-ac4d-73c064245629'},2024-04-17 11:26:12.238643,
a9b6237d-d7e3-4d38-87fe-ad554faa9d6b,,50.0,TransactionTypeEnum.CANCELLED_CONTEST,TransactionStatusEnum.COMPLETED,TransactionStatusEnum.COMPLETED,{'user_draft_id': '55d22ff2-8f8e-421f-a852-6cda055f1bab'},2024-04-17 11:26:09.366137,
918ee317-5451-4dcf-bbe2-8483170fa5ec,,50.0,TransactionTypeEnum.CANCELLED_CONTEST,TransactionStatusEnum.COMPLETED,TransactionStatusEnum.COMPLETED,{'user_draft_id': '7c4d319f-f855-4518-8ad8-fad15ea7593d'},2024-04-17 11:25:10.291021,
a38d1615-5737-4ce7-b50f-9ef532667caa,,-50.0,TransactionTypeEnum.JOIN_CONTEST,TransactionStatusEnum.COMPLETED,TransactionStatusEnum.COMPLETED,{'user_draft_id': '55d22ff2-8f8e-421f-a852-6cda055f1bab'},2024-04-17 10:51:30.377017,
7a6eaf3c-8f60-4850-8316-81260ffea0e7,,-20.0,TransactionTypeEnum.JOIN_CONTEST,TransactionStatusEnum.COMPLETED,TransactionStatusEnum.COMPLETED,{'user_draft_id': '2eb48dce-5195-450b-ac4d-73c064245629'},2024-04-17 10:43:33.049360,
24bb9d67-2051-4bbf-bc4d-498f70df55f1,,-50.0,TransactionTypeEnum.JOIN_CONTEST,TransactionStatusEnum.COMPLETED,TransactionStatusEnum.COMPLETED,{'user_draft_id': '7c4d319f-f855-4518-8ad8-fad15ea7593d'},2024-04-17 10:35:47.597418,
8cd7746f-3f23-4b6f-84fa-8b3255ff20cd,,-50.0,TransactionTypeEnum.JOIN_CONTEST,TransactionStatusEnum.COMPLETED,TransactionStatusEnum.COMPLETED,{'user_draft_id': '28c83d0d-889e-4868-8bcd-bf1a521aac24'},2024-04-17 10:30:10.798692,
e86a4591-7e53-4bee-8c4c-89e0c86b7087,,-50.0,TransactionTypeEnum.JOIN_CONTEST,TransactionStatusEnum.COMPLETED,TransactionStatusEnum.COMPLETED,{'user_draft_id': '3a05e9af-3869-417e-97a8-c6d60aad4117'},2024-04-17 10:29:20.727861,
565e1ba1-37ad-4688-81d3-eb1cc0b20561,,-100.0,TransactionTypeEnum.JOIN_CONTEST,TransactionStatusEnum.COMPLETED,TransactionStatusEnum.COMPLETED,{'user_draft_id': '7e01b286-18ab-4e64-99cd-c3aa40a2afb0'},2024-04-17 08:04:17.309894,
c7d54fb9-daed-4733-958f-71e3effd78b6,,-100.0,TransactionTypeEnum.JOIN_CONTEST,TransactionStatusEnum.COMPLETED,TransactionStatusEnum.COMPLETED,{'user_draft_id': '7e01b286-18ab-4e64-99cd-c3aa40a2afb0'},2024-04-17 08:04:12.219686,
828d5877-9f3b-415c-af56-efa02d1edb3b,,-100.0,TransactionTypeEnum.JOIN_CONTEST,TransactionStatusEnum.COMPLETED,TransactionStatusEnum.COMPLETED,{'user_draft_id': '7e01b286-18ab-4e64-99cd-c3aa40a2afb0'},2024-04-17 08:03:52.884522,
7719b69d-c356-422e-82d8-8e050cbb32f0,,10.0,TransactionTypeEnum.CASH_BONUS,TransactionStatusEnum.COMPLETED,TransactionStatusEnum.COMPLETED,{},2024-04-17 08:01:36.209115,
1d872f80-36d8-49b9-8a1d-07a6d67a94cd,,36.0,TransactionTypeEnum.DEPOSIT_MONEY,TransactionStatusEnum.COMPLETED,TransactionStatusEnum.COMPLETED,{},2024-04-17 07:51:34.725411,
35c9855e-5c60-404e-a99a-cea6c57a709f,,-50.0,TransactionTypeEnum.JOIN_CONTEST,TransactionStatusEnum.COMPLETED,TransactionStatusEnum.COMPLETED,{'user_draft_id': '9934a278-1687-4393-aade-bbed4de8e3d1'},2024-04-17 07:36:51.977455,
fa26c2a4-76b4-498f-b8c9-60e471c15d9d,,-50.0,TransactionTypeEnum.JOIN_CONTEST,TransactionStatusEnum.COMPLETED,TransactionStatusEnum.COMPLETED,{'user_draft_id': '9934a278-1687-4393-aade-bbed4de8e3d1'},2024-04-17 07:36:25.419585,
c01d3579-b1ea-441a-b484-16f64ae7d495,,-50.0,TransactionTypeEnum.JOIN_CONTEST,TransactionStatusEnum.COMPLETED,TransactionStatusEnum.COMPLETED,{'user_draft_id': '9934a278-1687-4393-aade-bbed4de8e3d1'},2024-04-17 07:36:13.175878,
6900cd45-0b9d-42d7-97e4-740a8bfbaa0f,,14.0,TransactionTypeEnum.CASH_BONUS,TransactionStatusEnum.COMPLETED,TransactionStatusEnum.COMPLETED,{},2024-04-17 07:18:25.137686,
